status_type,year_born,gender,native_province,corruption_location,local_official,rankErin,sentence_details,economic_problem,corrupted_amount,sector,connections_with_tigers
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Hebei,Shaanxi,No,6,NA,Yes,NA,mining,No
Fly,1950-1959,Male,Hebei,Shaanxi,No,9,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Henan,No,6,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Sichuan,Liaoning,No,5,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Gansu,Guizhou,No,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Guizhou,Henan,No,6,NA,Yes,NA,mining,No
Fly,1950-1969,Male,Henan,Liaoning,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Hebei,Hebei,Yes,6,NA,Yes,NA,transport,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guizhou,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Henan,Guizhou,No,6,15-20 years imprisonment,Yes,NA,finance,No
Fly,1970-1979,Female,Hunan,Hunan,Yes,9,NA,Yes,NA,finance,No
Fly,1950-1959,Male,Guangdong,Guizhou,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Zhejiang,Shandong,No,5,NA,Yes,NA,social service,No
Fly,1980-1989,Male,Hunan,Hunan,Yes,10,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Heilongjiang,Heilongjiang,Yes,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Beijing,Hainan,No,7,15-20 years imprisonment,Yes,"1,000,000-10,000,000",agriculture,No
Fly,1960-1969,Male,Jilin,Henan,No,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Xinjiang,Hainan,No,9,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,NA,Yes,"1,000,000-10,000,000",energy,No
Fly,1950-1959,Male,Jilin,Yunnan,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Shanxi,Liaoning,No,5,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Qinghai,Sichuan,No,5,15-20 years imprisonment,Yes,NA,finance,No
Fly,1950-1959,Male,Fujian,Heilongjiang,No,5,NA,Yes,NA,infrastructure,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,10,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Inner Mongolia,Inner Mongolia,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Male,Shaanxi,Beijing,No,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shandong,Anhui,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,NA,Yes,NA,social service,Yes
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Male,Tianjin,Jiangxi,No,7,NA,Yes,NA,real estate,No
Fly,1960-1969,Female,Zhejiang,Guangdong,No,10,NA,Yes,"1,000,000-10,000,000",N/A,No
Fly,1950-1959,Male,Hebei,Shandong,No,6,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Shanxi,Liaoning,No,5,NA,Yes,NA,technology,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Hebei,No,9,NA,Yes,NA,real estate,No
Fly,1980-1989,Male,Hunan,Hebei,No,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Shandong,Heilongjiang,No,5,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Qinghai,No,6,5-10 years imprisonment,Yes,"1,000,000-10,000,000",energy,No
Fly,1960-1969,Male,Fujian,Liaoning,No,6,NA,Yes,NA,CEHS,No
Fly,1940-1949,Male,Gansu,Gansu,Yes,5,NA,Yes,NA,transport,No
Fly,1960-1969,Male,Heilongjiang,Zhejiang,No,5,NA,Yes,"1,000,000-10,000,000",finance,No
Fly,1970-1979,Male,Inner Mongolia,Gansu,No,7,NA,Yes,NA,transport,No
Fly,1970-1979,Male,Jiangxi,Beijing,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangxi,Gansu,No,7,NA,Yes,NA,transport,No
Fly,1960-1969,Male,Hubei,Gansu,No,7,NA,Yes,NA,transport,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,5,NA,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1940-1949,Female,Heilongjiang,Yunnan,No,5,15-20 years imprisonment,Yes,NA,energy,Yes
Fly,1980-1989,Male,Gansu,Fujian,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Jiangsu,Fujian,No,6,NA,Yes,NA,social service,No
Tiger,1950-1959,Male,Shanxi,Shanxi,Yes,4,NA,Yes,NA,mining,Yes
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",agriculture,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,7,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Zhejiang,Zhejiang,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,5,NA,Yes,NA,real estate,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,NA,Yes,NA,mining,No
Fly,1960-1969,Male,Shaanxi,Heilongjiang,No,7,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Jiangxi,Henan,No,7,15-20 years imprisonment,Yes,NA,transport,No
Fly,1960-1969,Male,Sichuan,Hainan,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Jilin,Henan,No,5,NA,Yes,NA,CEHS,No
Tiger,1960-1969,Male,Zhejiang,Gansu,No,4,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Gansu,Henan,No,6,15-20 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Inner Mongolia,Chongqing,No,4,NA,Yes,NA,social service,Yes
Fly,1970-1979,Male,Chongqing,Shaanxi,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Liaoning,Heilongjiang,No,7,NA,Yes,NA,transport,No
Fly,1980-1989,Male,Fujian,Shaanxi,No,5,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Hebei,Shaanxi,No,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1980-1989,Male,Hubei,Heilongjiang,No,9,15-20 years imprisonment,Yes,NA,social service,No
Fly,1940-1949,Male,Hainan,Heilongjiang,No,9,NA,Yes,NA,infrastructure,No
Fly,1950-1959,Male,Heilongjiang,Heilongjiang,Yes,5,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Shaanxi,Inner Mongolia,No,5,NA,Yes,NA,finance,No
Fly,1970-1979,Male,Guizhou,Xinjiang,No,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Jilin,Yunnan,No,6,NA,Yes,NA,CEHS,Yes
Fly,1960-1969,Female,Hebei,Hebei,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Zhejiang,Shanghai,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Hebei,Liaoning,No,5,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1970-1979,Male,Guangxi,Shandong,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Guizhou,Guizhou,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Hainan,Hainan,Yes,8,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Jiangxi,Jiangxi,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,5,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Beijing,Anhui,No,6,NA,Yes,"1,000,000-10,000,000",technology,No
Fly,1960-1969,Male,Fujian,Fujian,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Jiangsu,Jiangsu,Yes,5,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Hebei,Hebei,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Chongqing,Sichuan,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1969,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Fujian,Beijing,No,7,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hunan,Guangdong,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Shandong,Beijing,No,7,15-20 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Female,Liaoning,Heilongjiang,No,7,NA,Yes,NA,social service,No
Fly,1980-1989,Male,Anhui,Tibet,No,6,NA,Yes,NA,technology,No
Fly,1950-1959,Male,Jiangsu,Tibet,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guizhou,Liaoning,No,7,15-20 years imprisonment,Yes,NA,technology,No
Tiger,1960-1969,Male,Shandong,Fujian,No,3,NA,Yes,NA,mining,No
Fly,1950-1959,Male,Guizhou,Sichuan,No,8,15-20 years imprisonment,Yes,NA,CEHS,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Heilongjiang,Heilongjiang,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Heilongjiang,Shanxi,No,7,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hebei,Henan,No,5,NA,Yes,NA,agriculture,No
Fly,1950-1959,Male,Ningxia,Shanxi,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,9,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Hainan,No,6,5-10 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Female,Shandong,Shandong,Yes,5,NA,Yes,NA,CEHS,No
Fly,1970-1979,Male,Hebei,Hebei,Yes,5,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Inner Mongolia,Ningxia,No,6,NA,Yes,"1,000,000-10,000,000",real estate,No
Tiger,1960-1969,Male,Shanxi,Beijing,No,4,15-20 years imprisonment,Yes,NA,manufacturing,Yes
Tiger,1940-1949,Male,Hebei,Hubei,No,4,NA,Yes,NA,social service,Yes
Fly,1950-1959,Male,Beijing,Guangdong,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Female,Hebei,Hebei,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,5,NA,Yes,NA,CEHS,No
Fly,1970-1979,Male,Henan,Henan,Yes,5,15-20 years imprisonment,Yes,NA,transport,No
Fly,1950-1959,Male,Guangxi,Guangxi,Yes,7,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Shaanxi,Tibet,No,5,NA,Yes,"1,000,000-10,000,000",manufacturing,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Henan,Liaoning,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1950-1959,Male,Fujian,Inner Mongolia,No,6,NA,Yes,NA,transport,No
Fly,1950-1969,Male,Yunnan,Liaoning,No,6,15-20 years imprisonment,Yes,NA,CEHS,No
Fly,1950-1959,Male,Tianjin,Heilongjiang,No,5,NA,Yes,NA,transport,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Liaoning,Liaoning,Yes,9,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,social service,Yes
Fly,1960-1969,Male,Liaoning,Guangdong,No,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1969,Male,Hebei,Guangdong,No,6,NA,Yes,NA,finance,No
Fly,1970-1979,Female,Liaoning,Liaoning,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shaanxi,Shaanxi,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Tiger,1950-1959,Male,Gansu,Gansu,Yes,5,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Yunnan,Yunnan,Yes,6,15-20 years imprisonment,Yes,NA,CEHS,No
Fly,1960-1969,Male,Hunan,Hunan,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,5,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Hubei,Hubei,Yes,6,NA,Yes,NA,finance,No
Tiger,1950-1959,Male,Hunan,Hubei,No,4,NA,Yes,"1,000,000-10,000,000",manufacturing,No
Tiger,1950-1959,Male,Fujian,Beijing,No,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",CEHS,No
Fly,1960-1969,Female,Jiangxi,Jiangxi,Yes,7,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Yunnan,Xinjiang,No,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Qinghai,Hebei,No,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Hunan,Qinghai,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Fujian,Fujian,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1980-1989,Male,Henan,Beijing,No,7,NA,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1959,Male,Hubei,Hubei,Yes,5,NA,Yes,NA,CEHS,No
Fly,1950-1959,Male,Jiangsu,Hubei,No,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Guangdong,Sichuan,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Chongqing,Chongqing,Yes,5,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Sichuan,Sichuan,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Anhui,Beijing,No,6,15-20 years imprisonment,Yes,NA,manufacturing,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,5,NA,Yes,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Beijing,No,4,15-20 years imprisonment,Yes,NA,social service,Yes
Tiger,1950-1969,Male,Shanxi,Shanxi,Yes,4,NA,Yes,NA,CEHS,Yes
Fly,1960-1969,Male,Guizhou,Guangxi,No,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1950-1959,Male,Hebei,Beijing,No,4,NA,Yes,NA,social service,No
Tiger,1960-1969,Male,Anhui,Jiangsu,No,4,15-20 years imprisonment,Yes,NA,CEHS,Yes
Tiger,1980-1989,Male,Hebei,Shanxi,No,4,15-20 years imprisonment,Yes,NA,social service,Yes
Tiger,1950-1959,Male,Heilongjiang,Heilongjiang,Yes,4,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1940-1949,Male,Shanxi,Shanxi,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Shanxi,Shaanxi,No,5,NA,Yes,NA,social service,No
Tiger,1950-1959,Male,Jiangxi,Jiangxi,Yes,4,NA,Yes,NA,social service,Yes
Fly,1950-1959,Male,Jiangxi,Henan,No,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,7,NA,Yes,NA,social service,Yes
Fly,1960-1969,Male,Henan,Henan,Yes,6,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Gansu,Shanxi,No,7,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Henan,Henan,Yes,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Heilongjiang,Heilongjiang,Yes,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,5,NA,Yes,"1,000,000-10,000,000",energy,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Beijing,Shandong,No,6,NA,Yes,NA,finance,No
Fly,1940-1949,Male,Hunan,Shandong,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1940-1949,Male,Tianjin,Tianjin,Yes,6,15-20 years imprisonment,Yes,NA,mining,No
Fly,1960-1969,Male,Shaanxi,Shaanxi,Yes,5,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Guangxi,Guangxi,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Tiger,1950-1959,Male,Shanxi,Hebei,No,4,NA,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1959,Male,Hebei,Hunan,No,6,NA,Yes,NA,transport,No
Fly,1950-1959,Male,Inner Mongolia,Inner Mongolia,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,9,NA,Yes,"1,000,000-10,000,000",mining,No
Fly,1950-1959,Male,Fujian,Sichuan,No,6,15-20 years imprisonment,Yes,NA,agriculture,No
Fly,1960-1969,Male,Heilongjiang,Heilongjiang,Yes,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Shandong,Shandong,Yes,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Jiangsu,Beijing,No,9,NA,Yes,NA,energy,Yes
Tiger,1960-1969,Male,Liaoning,Shanghai,No,4,NA,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1960-1969,Male,Jiangsu,Jiangsu,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Zhejiang,Fujian,No,9,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,9,NA,Yes,NA,finance,No
Fly,1940-1949,Male,Shanghai,Inner Mongolia,No,8,NA,Yes,NA,social service,No
Fly,1950-1969,Male,Anhui,Jiangsu,No,9,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,5,NA,Yes,"1,000,000-10,000,000",mining,No
Tiger,1950-1959,Female,Shanxi,Henan,No,4,15-20 years imprisonment,Yes,NA,CEHS,Yes
Fly,1940-1949,Male,Anhui,Anhui,Yes,6,NA,Yes,"1,000,000-10,000,000",mining,No
Fly,1960-1969,Male,Chongqing,Ningxia,No,7,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Female,Shanxi,Shanxi,Yes,9,NA,Yes,NA,social service,No
Fly,1970-1979,Female,Shanxi,Shanxi,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,7,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,7,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Chongqing,Beijing,No,5,NA,Yes,NA,finance,No
Tiger,1950-1959,Male,Beijing,Beijing,Yes,5,NA,Yes,"1,000,000-10,000,000",social service,Yes
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,Life imprisonment,Yes,"1,000,000-10,000,000",agriculture,No
Fly,1970-1979,Male,Tianjin,Tianjin,Yes,7,NA,Yes,NA,finance,No
Fly,1950-1959,Female,Zhejiang,Zhejiang,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Female,Hunan,Beijing,No,10,NA,Yes,NA,technology,No
Tiger,1950-1959,Male,Shandong,Gansu,No,4,NA,Yes,NA,social service,Yes
Tiger,1950-1959,Male,Liaoning,Beijing,No,4,NA,Yes,NA,social service,Yes
Tiger,1950-1959,Male,Guangdong,Hubei,No,4,NA,Yes,NA,social service,Yes
Fly,1960-1969,Male,Henan,Henan,Yes,6,15-20 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Sichuan,Sichuan,Yes,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Inner Mongolia,Yunnan,No,6,NA,Yes,NA,finance,No
Fly,1960-1969,Male,Guizhou,Beijing,No,6,15-20 years imprisonment,Yes,NA,mining,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,6,NA,Yes,NA,CEHS,No
Fly,1960-1969,Male,Tianjin,Guangxi,No,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Ningxia,Ningxia,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Sichuan,Sichuan,Yes,4,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Jilin,Jilin,Yes,5,NA,Yes,NA,agriculture,No
Fly,1950-1969,Male,Heilongjiang,Xinjiang,No,9,15-20 years imprisonment,Yes,NA,manufacturing,No
Fly,1950-1959,Male,Inner Mongolia,Beijing,No,6,15-20 years imprisonment,Yes,NA,technology,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Female,Liaoning,Hubei,No,10,NA,Yes,NA,finance,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,5,15-20 years imprisonment,Yes,NA,mining,No
Fly,1960-1969,Male,Shaanxi,Shaanxi,Yes,6,15-20 years imprisonment,Yes,NA,CEHS,No
Fly,1960-1969,Male,Guangdong,Guangdong,Yes,6,15-20 years imprisonment,Yes,NA,finance,No
Fly,1950-1959,Female,Tianjin,Tianjin,Yes,6,15-20 years imprisonment,Yes,NA,social service,No
Fly,1960-1969,Male,Beijing,Hunan,No,6,15-20 years imprisonment,Yes,NA,CEHS,No
Fly,1950-1959,Male,Hunan,Hunan,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Hebei,Hebei,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,6,1-5 years imprisonment,Yes,NA,social service,No
Tiger,1950-1959,Male,Liaoning,Jiangsu,No,4,1-5 years imprisonment,Yes,NA,CEHS,Yes
Fly,1970-1979,Female,Shaanxi,Beijing,No,7,NA,Yes,NA,technology,No
Fly,1960-1969,Male,Shaanxi,Sichuan,No,6,1-5 years imprisonment,Yes,NA,technology,No
Fly,1950-1959,Male,Shandong,Liaoning,No,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",transport,No
Tiger,1960-1969,Male,Guangdong,Inner Mongolia,No,4,NA,Yes,NA,social service,Yes
Fly,1960-1969,Male,Shanxi,Shanxi,Yes,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Shaanxi,Beijing,No,7,NA,Yes,NA,technology,No
Fly,1960-1969,Male,Sichuan,Xinjiang,No,6,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Tibet,Shanghai,No,5,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Hubei,Hubei,Yes,5,20 -25 years imprisonment,Yes,NA,technology,No
Fly,1960-1969,Male,Shanghai,Qinghai,No,5,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Jiangxi,Xinjiang,No,5,NA,Yes,NA,mining,No
Fly,1960-1969,Male,Hainan,Guangdong,No,6,NA,Yes,NA,social service,No
Fly,1950-1959,Male,Ningxia,Ningxia,Yes,9,NA,Yes,NA,mining,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1969,Male,Shandong,Ningxia,No,8,NA,Yes,NA,mining,No
Fly,1960-1969,Male,Shandong,Beijing,No,7,NA,Yes,NA,mining,No
Fly,1980-1989,Male,Hebei,Guangxi,No,7,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,5,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1970-1979,Male,Hebei,Hebei,Yes,6,NA,Yes,NA,social service,No
Fly,1970-1979,Male,Shanxi,Ningxia,No,6,NA,Yes,NA,mining,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,6,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Henan,Hubei,No,6,NA,Yes,NA,technology,No
Fly,1950-1959,Male,Henan,Henan,Yes,6,NA,Yes,"1,000,000-10,000,000",social service,No
Fly,1950-1959,Male,Sichuan,Sichuan,Yes,5,NA,Yes,NA,finance,No
Fly,1950-1959,Male,Shanxi,Shanxi,Yes,5,20 -25 years imprisonment,Yes,NA,social service,No
Fly,1950-1959,Male,Zhejiang,Tianjin,No,5,NA,Yes,NA,transport,No
Fly,1960-1969,Male,Yunnan,Yunnan,Yes,5,NA,Yes,NA,social service,No
Fly,1940-1949,Male,Guangdong,Guangdong,Yes,8,NA,Yes,NA,finance,No
Fly,1950-1959,Male,Guangdong,Guangdong,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Guangxi,Sichuan,No,6,NA,Yes,"1,000,000-10,000,000",energy,No
Fly,1960-1969,Male,Zhejiang,Zhejiang,Yes,6,NA,Yes,NA,social service,No
Fly,1960-1969,Male,Henan,Henan,Yes,6,10-15 years imprisonment,Yes,"1,000,000-10,000,000",social service,No
Fly,1960-1969,Male,Liaoning,Guangdong,No,9,NA,Yes,NA,transport,No
Fly,1960-1969,Male,Guizhou,Guizhou,Yes,6,NA,Yes,NA,social service,No
